,Id,Comment
461,76561198818241861,Originally posted by Kanye East:Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. I have waited for 6 hours now but still 1%. The MMR counts but the Medal Percent aint. This is weird coz before i won 5 streak i only lose 1 game. I also turned off my PC.
462,76561198347415830,Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. 
463,76561198818241861,Originally posted by Kanye East:Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. I have waited for 6 hours now but still 1%. The MMR counts but the Medal Percent aint. This is weird coz before i won 5 streak i only lose 1 game. I also turned off my PC.
464,76561198347415830,Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. 
465,76561198818241861,Originally posted by Kanye East:Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. I have waited for 6 hours now but still 1%. The MMR counts but the Medal Percent aint. This is weird coz before i won 5 streak i only lose 1 game. I also turned off my PC.
466,76561198347415830,Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. 
467,76561198818241861,Originally posted by Kanye East:Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. I have waited for 6 hours now but still 1%. The MMR counts but the Medal Percent aint. This is weird coz before i won 5 streak i only lose 1 game. I also turned off my PC.
468,76561198347415830,Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. 
469,76561198818241861,Originally posted by Kanye East:Seems weird since 5 matches are 150MMR. That is pretty much. Have been trying the same as you but only with 1 match where i had to wait a couple of hours before it updated correct.If i'm on 85%+ and win the game then sometimes it will rank me up right away otherwise i close down the dota client. When i open it again i will get my new rank. Would suggest you do the same when you are close to a new medal/star. I have waited for 6 hours now but still 1%. The MMR counts but the Medal Percent aint. This is weird coz before i won 5 streak i only lose 1 game. I also turned off my PC.
481,76561198303675587,Im right understand its national racism? 
483,76561198303675587,Im right understand its national racism? 
485,76561198303675587,Im right understand its national racism? 
487,76561198303675587,Im right understand its national racism? 
489,76561198303675587,Im right understand its national racism? 
491,76561198303675587,Im right understand its national racism? 
493,76561198303675587,Im right understand its national racism? 
495,76561198303675587,Im right understand its national racism? 
497,76561198303675587,Im right understand its national racism? 
499,76561198303675587,Im right understand its national racism? 
502,76561198839669834,rip
503,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
504,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
505,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
506,76561198431455183,Stupid
507,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
509,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
510,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
511,76561198038653079,Go on CSGO.. same problem. Same complaints.
513,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
517,76561198839669834,rip
518,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
519,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
520,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
521,76561198431455183,Stupid
522,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
524,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
525,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
526,76561198038653079,Go on CSGO.. same problem. Same complaints.
528,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
532,76561198839669834,rip
533,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
534,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
535,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
536,76561198431455183,Stupid
537,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
539,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
540,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
541,76561198038653079,Go on CSGO.. same problem. Same complaints.
543,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
547,76561198839669834,rip
548,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
549,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
550,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
551,76561198431455183,Stupid
552,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
554,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
555,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
556,76561198038653079,Go on CSGO.. same problem. Same complaints.
558,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
562,76561198839669834,rip
563,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
564,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
565,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
566,76561198431455183,Stupid
567,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
569,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
570,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
571,76561198038653079,Go on CSGO.. same problem. Same complaints.
573,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
577,76561198839669834,rip
578,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
579,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
580,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
581,76561198431455183,Stupid
582,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
584,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
585,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
586,76561198038653079,Go on CSGO.. same problem. Same complaints.
588,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
592,76561198839669834,rip
593,76561198038653079,"Originally posted by BossGalaga:Originally posted by MadTurner:Games dead. Well done Russian gaming community, you've managed to destroy a perfectly good game. 20 mins waiting for game. I guess decent paying customers have finally had enough of no action being taken against cheats and traders. You're at about 500 mmr and said in another thread that you've been playing for years but boosters and Russians are holding you back. They're not. You are holding yourself back. And the 20 minute queues would indicate that your behavior mirrors your mmr. When you say behaviour, do you mean getting annoyed at 19 year old, unemployed Russian kids, that literally spend their days spoiling a perfectly decent game? I have been playing for years, and have been inactive for a few months. I come back after hearing that Valve have finally clamped down on Smurfing, and it's as bad as ever. Do i tell these vermin to f-off for wasting 40 minutes of my leisure time? Yes. Do they group together to file reports, so that people who don't put up with THEIR behaviour are muted? Yes. Should i be blamed for lashing out at cheaters and exploiters of the ranking system, when I have contributed 100s to this game over the years? F-No. I'm not some free loading forum monkey, that sits on here most of his day sticking his 2 cents worth in to threads. I literally chill on the game for a couple of hours after work, or might spend an afternoon playing when I am off. Tell me, wise one. How you would rank up against teams of MMR abusers, when you are teamed with their friends who are ready to throw the game, and against players who literally team together all day, playing the same roles?"
594,76561198038653079,"Originally posted by Woody:Yeah it can’t be that toxic people get longer queues, must but that bull you spewed. That's right, because 5 minutes of playing the game wouldn't demonstrate exactly what I have pointed out. Want me to screen cap the game for you? Make you look silly?"
595,76561198038653079,"This will eventually be reported and taken down... I understand the level of control the Russians have over Steam's forums too. But just to add. When you have players, that have their username as dodgy Russian websites, literally sat on the game without any filter, or warnings. You know the Devs have completely lost control of the game, and have no interest in the safety and enjoyment of casual paying customers."
596,76561198431455183,Stupid
597,76561198038653079,Originally posted by Тьма:Stupid Stupid is not having a simple - avoid players from region feature.
599,76561198038653079,"Originally posted by Holyvision:Just saying, the fact that our species cares so much about lines on maps is astounding and will likely lead to our downfall if we can’t get past it. How about this: we get every single person on the planet to have a DNA test done. We will divide up people based upon what species they belong to. Species “A” over here, species “B” over there, species “C” there, species “D” around there, and so fourth. Hopefully, we won’t discover that we all belong to the ‘same’ species because then we have to acknowledge that we are all in fact, the same. Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species. Man, if this test comes back that we are all part of the same species a lot of people will probably be completely shocked...Kids are kids regardless of what lines on the map they were born in (cause you know kids get to pick where they are born and what their native language is...). If you have a hard time playing games with people of other age groups and/or are unwilling to use the translated-communication tools in the game; I recommend you stick to single player games or groups consisting only of friends. It's not 'racist,' a clumsily used term used by idiots with no argument, to say that cheating and corruption is embedded into Russian society. Their government are corrupt. Their athletes cheat. Their businessmen cheat. Hacking is particularly bad in Russia. They are raised to think that Russia can behave and do as they like towards the rest of the world. They will win at all cost, if that means cheating then so be it. We had this with chess…. Decades ago. It’s not racism to simply point out what is wrong with a culture of liars and cheats. They are isolated from the rest of the world because of their behaviour, and for some reason, Valve have allowed them to destroy this game. Probably fearing targeted hacking and so on.  I’m not in the wrong for questioning the credibility of players that are obviously cheating on the game, at best exploiting the rank system, and no use of bull terminology like ‘you’re a racist’ will silence me. I’m not afraid of what you think of me, that’s for sure."
600,76561198038653079,"And looking through your posts... it seems that jumping in on threads to fuel the problem, is something you've become pretty good at."
601,76561198038653079,Go on CSGO.. same problem. Same complaints.
603,76561198038653079,'Which would mean people that complain about other cultures and upbringings are in fact simply racist towards their own species.'
607,76561198839669834,rip
